"id","mission_name","mission_cost","launch_time_date","rocket_company_id","mission_status_id","launch_location_id"
2017,"Ariane 3 | Spacenet 2, MARECS-2",,"1984-11-10 01:14:00",13,2,55
2018,"Space Shuttle Discovery | STS-51-A",450,"1984-11-08 12:15:00",38,2,137
2019,"Tsyklon-2 | Cosmos 1607",,"1984-10-31 12:29:00",28,2,91
2020,"Tsyklon-3 | Cosmos 1606",,"1984-10-18 17:46:00",28,2,89
2021,"Cosmos-3M (11K65M) | Cosmos 1605",,"1984-10-11 14:43:00",28,2,14
2022,"Space Shuttle Challenger | STS-41-G",450,"1984-10-05 11:03:00",38,2,137
2023,"Molniya-M /Block 2BL | Cosmos 1604",,"1984-10-04 19:49:00",28,2,24
2024,"Tsyklon-3 | Cosmos 1602",,"1984-09-28 06:00:00",28,2,134
2025,"Cosmos-3M (11K65M) | Cosmos 1601",,"1984-09-27 09:30:00",28,2,14
2026,"Cosmos-3M (11K65M) | Cosmos 1598",,"1984-09-13 14:54:00",28,2,132
2027,"Long March 2C | FSW-0 No.6",30.8,"1984-09-12 05:44:00",56,2,25
2028,"Atlas-E/F SGS-2 | GPS-10",,"1984-09-08 21:41:00",49,2,70
2029,"Molniya-M /Block 2BL | Cosmos 1596",,"1984-09-07 19:12:00",28,2,24
2030,"Space Shuttle Discovery | STS-41-D",450,"1984-08-30 12:41:00",38,2,137
2031,"Tsyklon-2 | Cosmos 1579",,"1984-08-29 00:21:00",28,2,130
2032,"Titan III(34)B Agena-D | Quasar 5",,"1984-08-28 00:00:00",7,2,7
2033,"Molniya-M /Block ML | Molniya-1 n†­112",,"1984-08-24 08:26:00",28,2,110
2034,"Molniya-M /Block ML | Molniya-1 n†­111",,"1984-08-10 00:03:00",28,2,113
2035,"Tsyklon-3 | Cosmos 1589",,"1984-08-08 12:08:00",28,2,134
2036,"Tsyklon-2 | Cosmos 1588",,"1984-08-07 22:50:00",28,2,91
2037,"Ariane 3 | Eutelsat-1 F2, Telecom 1A",,"1984-08-04 13:32:00",13,2,55
2038,"N-II Star-37E | Himawari 3",,"1984-08-02 20:30:00",17,2,30
2039,"Molniya-M /Block 2BL | Cosmos 1586",,"1984-08-02 08:38:00",28,2,24
2040,"Tsyklon-3 | Meteor-2 n†­11",,"1984-07-05 03:34:00",28,2,134
2041,"Molniya-M /Block 2BL | Cosmos 1581",,"1984-07-03 21:30:00",28,2,110
2042,"Cosmos-3M (11K65M) | Cosmos 1578",,"1984-06-28 13:10:00",28,2,52
2043,"Cosmos-3M (11K65M) | Cosmos 1577",,"1984-06-27 04:59:00",28,2,14
2044,"Titan 34D | USA-2 (KH-9)",,"1984-06-25 18:47:00",7,2,83
2045,"Cosmos-3M (11K65M) | Cosmos 1574",,"1984-06-21 19:40:00",28,2,14
2046,"Atlas-E/F SGS-2 | GPS-9",,"1984-06-13 11:37:00",49,2,70
2047,"Cosmos-3M (11K65M) | Cosmos 1570",,"1984-06-08 11:28:00",28,2,132
2048,"Cosmos-3MRB (65MRB) | BOR-5 Shuttle",,"1984-06-06 00:00:00",28,2,92
2049,"Molniya-M /Block 2BL | Cosmos 1569",,"1984-06-06 15:33:00",28,2,24
2050,"Tsyklon-2 | Cosmos 1567",,"1984-05-30 18:46:00",28,2,91
2051,"Cosmos-3M (11K65M) | Cosmos 1559 to 1566",,"1984-05-28 21:52:00",28,2,14
2052,"Ariane 1 | Spacenet F1",,"1984-05-23 01:33:00",13,2,117
2053,"Cosmos-3M (11K65M) | Cosmos 1553",,"1984-05-17 14:43:00",28,2,132
2054,"Cosmos-3M (11K65M) | Cosmos 1550",,"1984-05-11 06:19:00",28,2,14
2055,"Cosmos-3MRB (65MRB) | BOR-4 Shuttle",,"1984-05-04 00:00:00",28,2,92
2056,"Titan III(24)B | OPS 8424",,"1984-04-17 17:45:00",33,2,7
2057,"Titan 34D | DSP-11",,"1984-04-14 16:52:00",7,2,127
2058,"Long March 3 | STTW 2 (Dong Fang Hong 2)",,"1984-04-08 11:20:00",56,2,26
2059,"Space Shuttle Challenger | STS-41-C",450,"1984-04-06 13:58:00",38,2,137
2060,"Molniya-M /Block 2BL | Cosmos 1547",,"1984-04-04 01:40:00",28,2,24
2061,"Molniya-M /Block ML | Molniya-1 n†­110",,"1984-03-16 23:29:00",28,2,113
2062,"Tsyklon-3 | Cosmos 1544",,"1984-03-15 17:05:00",28,2,134
2063,"Molniya-M /Block 2BL | Cosmos 1541",,"1984-03-06 17:10:00",28,2,24
2064,"Ariane 1 | Intelsat 508",,"1984-03-05 00:50:00",24,2,117
2065,"Cosmos-3M (11K65M) | Cosmos 1538",,"1984-02-21 15:36:00",28,2,132
2066,"Mu-III S | Ohzora",,"1984-02-14 08:00:00",36,2,11
2067,"Tsyklon-3 | Cosmos 1536",,"1984-02-08 09:23:00",28,2,134
2068,"Atlas-H MSD | NOSS-7",,"1984-02-05 18:44:00",49,2,10
2069,"Space Shuttle Challenger | STS-41-B",450,"1984-02-03 13:00:00",38,2,137
2070,"Cosmos-3M (11K65M) | Cosmos 1535",,"1984-02-02 17:38:00",28,2,132
2071,"Titan 34D | OPS-0441 (Vortex)",,"1984-01-31 03:08:00",7,2,127
2072,"Cosmos-3M (11K65M) | Cosmos 1534",,"1984-01-26 12:00:00",28,2,14
2073,"N-II Star-37E | Yuri 2a",,"1984-01-23 07:58:00",17,2,30
2074,"Cosmos-3M (11K65M) | Cosmos 1531",,"1984-01-11 18:08:00",28,2,14
2075,"Cosmos-3M (11K65M) | Cosmos 1522 to 1529",,"1984-01-05 20:09:00",28,2,14
2076,"Molniya-M /Block 2BL | Cosmos 1518",,"1983-12-28 03:48:00",28,2,24
2077,"Cosmos-3MRB (65MRB) | Cosmos 1517 (BOR-4 Space Shuttle)",,"1983-12-27 10:00:00",28,2,92
2078,"Molniya-M /Block ML | Molniya-3 n†­109",,"1983-12-21 06:07:00",28,2,113
2079,"Tsyklon-3 | Cosmos 1515",,"1983-12-15 12:25:00",28,2,134
2080,"Cosmos-3M (11K65M) | Cosmos 1513",,"1983-12-08 06:13:00",28,2,14
2081,"Space Shuttle Columbia | STS-9",450,"1983-11-28 16:00:00",38,2,137
2082,"Tsyklon-3 | Cosmos 1510",,"1983-11-24 12:33:00",28,2,134
2083,"Molniya-M /Block ML | Molniya-1 n†­108",,"1983-11-23 16:45:00",28,2,113
2084,"Atlas-E/F Star-37S-ISS | DMSP 5D-2/F7",,"1983-11-18 06:32:00",49,2,70
2085,"Cosmos-3M (11K65M) | Cosmos 1508",,"1983-11-11 12:30:00",28,2,14
2086,"Tsyklon-2 | Cosmos 1507",,"1983-10-29 08:30:00",28,2,91
2087,"Vostok-2M | Meteor-2 n†­11",,"1983-10-28 09:00:00",28,2,24
2088,"Cosmos-3M (11K65M) | Cosmos 1506",,"1983-10-26 17:20:00",28,2,132
2089,"Ariane 1 | Intelsat 507",,"1983-10-19 00:45:00",24,2,117
2090,"Cosmos-3M (11K65M) | Cosmos 1503",,"1983-10-12 00:20:00",28,2,132
2091,"Cosmos-3M (11K65M) | Cosmos 1502",,"1983-10-05 12:00:00",28,2,132
2092,"Cosmos-3M (11K65M) | Cosmos 1501",,"1983-09-30 11:00:00",28,2,132
2093,"Tsyklon-3 | Cosmos 1500",,"1983-09-28 07:59:00",28,2,89
2094,"Space Shuttle Challenger | STS-8",450,"1983-09-05 07:40:00",38,2,137
2095,"Cosmos-3M (11K65M) | Cosmos 1494",,"1983-08-31 06:30:00",28,2,52
2096,"Molniya-M /Block ML | Molniya-3 n†­107",,"1983-08-30 22:49:00",28,2,113
2097,"Long March 2C | FSW-0 No.5",30.8,"1983-08-19 06:00:00",56,2,25
2098,"N-II Star-37E | Sakura 2b",,"1983-08-05 20:29:00",17,2,30
2099,"Cosmos-3M (11K65M) | Cosmos 1486",,"1983-08-03 12:40:00",28,2,14
2100,"Titan III(34)B Agena-D | Jumpseat 7",,"1983-07-31 15:41:00",7,2,7
2101,"Vostok-2M | Cosmos 1484",,"1983-07-24 05:50:00",28,2,119
2102,"Molniya-M /Block ML | Molniya-1 n†­106",,"1983-07-19 15:14:00",28,2,97
2103,"Atlas-E/F SGS-2 | GPS-8",,"1983-07-14 10:21:00",49,2,70
2104,"Molniya-M /Block 2BL | Cosmos 1481",,"1983-07-08 19:21:00",28,2,110
2105,"Cosmos-3M (11K65M) | Cosmos 1473 to 1480",,"1983-07-06 00:31:00",28,2,14
2106,"Molniya-M /Block SO-L | Prognoz n†­9",,"1983-07-01 00:00:00",28,2,119
2107,"Lambda-IV S | Osumi",,"1970-02-11 04:25:00",45,2,64
2108,"Tsyklon-3 | Cosmos 1470",,"1983-06-22 23:58:00",28,2,134
2109,"Titan 34D | OPS-0721 (KH-9)",,"1983-06-20 18:45:00",7,2,83
2110,"Space Shuttle Challenger | STS-7",450,"1983-06-18 11:33:00",38,2,137
2111,"Ariane 1 | ECS 1 & Oscar-10",,"1983-06-16 11:59:00",24,2,117
2112,"Atlas-H MSD | NOSS-6",,"1983-06-09 23:23:00",49,2,10
2113,"Cosmos-3M (11K65M) | Cosmos 1465",,"1983-05-26 05:00:00",28,2,52
2114,"Cosmos-3M (11K65M) | Cosmos 1464",,"1983-05-24 02:59:00",28,2,132
2115,"Atlas-SLV3D Centaur-D1AR | Intelsat V -506",,"1983-05-19 22:26:00",49,2,93
2116,"Cosmos-3M (11K65M) | Cosmos 1463",,"1983-05-19 12:00:00",28,2,132
2117,"Tsyklon-2 | Cosmos 1461",,"1983-05-07 10:30:00",28,2,130
2118,"Cosmos-3M (11K65M) | Cosmos 1459",,"1983-05-06 03:00:00",28,2,132
2119,"Cosmos-3MRB (65MRB) | BOR-5 Shuttle",,"1983-05-04 00:00:00",28,2,92
2120,"Molniya-M /Block 2BL | Cosmos 1456",,"1983-04-25 19:33:00",28,2,24
2121,"Tsyklon-3 | Cosmos 1455",,"1983-04-23 14:30:00",28,2,134
2122,"Cosmos-3M (11K65M) | Cosmos 1453",,"1983-04-19 12:00:00",28,2,14
2123,"Titan III(24)B | OPS 2925",,"1983-04-17 18:45:00",33,2,7
2124,"SLV-3 | Rohini RS-D2",,"1983-04-17 05:44:00",12,2,48
2125,"Cosmos-3M (11K65M) | Cosmos 1452",,"1983-04-12 18:20:00",28,2,14
2126,"Cosmos-3M (11K65M) | Cosmos 1450",,"1983-04-06 12:00:00",28,2,132
2127,"Space Shuttle Challenger | STS-6",450,"1983-04-04 18:30:00",38,2,137
2128,"Molniya-M /Block ML | Molniya-1 n†­105",,"1983-04-02 02:02:00",28,2,97
2129,"Cosmos-3M (11K65M) | Cosmos 1448",,"1983-03-30 01:10:00",28,2,132
2130,"Atlas-E/F Star-37S-ISS | NOAA-E",,"1983-03-28 15:52:00",49,2,70
2131,"Cosmos-3M (11K65M) | Cosmos 1447",,"1983-03-24 20:55:00",28,2,14
2132,"Molniya-M /Block ML | Molniya-1 n†­104",,"1983-03-16 18:14:00",28,2,113
2133,"Cosmos-3MRB (65MRB) | Cosmos 1445 (BOR-4 Space Shuttle)",,"1983-03-15 22:30:00",28,2,92
2134,"Molniya-M /Block ML | Molniya-3 n†­103",,"1983-03-11 15:29:00",28,2,113
2135,"Mu-III S | Tenma",,"1983-02-20 05:10:00",36,2,11
2136,"Vostok-2M | Cosmos 1441",,"1983-02-16 10:03:00",28,2,24
2137,"Atlas-H MSD | NOSS-5",,"1983-02-09 13:47:00",49,2,10
2138,"N-II Star-37E | Sakura 2a",,"1983-02-04 08:37:00",17,2,30
2139,"Vostok-2M | Cosmos 1437",,"1983-01-20 17:26:00",28,2,24
2140,"Cosmos-3M (11K65M) | Cosmos 1429 to 1436",,"1983-01-19 02:25:00",28,2,14
2141,"Cosmos-3M (11K65M) | Cosmos 1428",,"1983-01-12 14:02:00",28,2,14
2142,"Cosmos-3M (11K65M) | Cosmos 1427",,"1982-12-29 12:00:00",28,2,132
2143,"Atlas-E/F Star-37S-ISS | DMSP 5D-2/F6",,"1982-12-21 02:38:00",49,2,70
2144,"Vostok-2M | Meteor-2 n†­10",,"1982-12-14 22:30:00",28,2,15
2145,"Titan IIID | KH-11",,"1982-11-17 21:22:00",7,2,83
2146,"Space Shuttle Columbia | STS-5",450,"1982-11-11 12:19:00",38,2,137
2147,"Cosmos-3M (11K65M) | Cosmos 1420",,"1982-11-11 06:14:00",28,2,132
2148,"Titan 34D | DSCS-II-15 + DSCS-III-A1",,"1982-10-30 00:00:00",7,2,127
2149,"Cosmos-3M (11K65M) | Cosmos 1418",,"1982-10-21 14:00:00",28,2,52
2150,"Cosmos-3M (11K65M) | Cosmos 1417",,"1982-10-19 05:58:00",28,2,132
2151,"Atlas-SLV3D Centaur-D1AR | Intelsat V -505",,"1982-09-28 23:17:00",49,2,18
2152,"Tsyklon-3 | Cosmos 1410",,"1982-09-24 09:15:00",28,2,89
2153,"Molniya-M /Block 2BL | Cosmos 1409",,"1982-09-22 06:23:00",28,2,24
2154,"Tsyklon-3 | Cosmos 1408",,"1982-09-16 04:55:00",28,2,134
2155,"Long March 2C | FSW-0 No.4",30.8,"1982-09-09 07:19:00",56,2,25
2156,"Tsyklon-2 | Cosmos 1405",,"1982-09-04 17:50:00",28,2,91
2157,"N-I | Kiku 4",,"1982-09-03 05:00:00",17,2,30
2158,"Cosmos-3M (11K65M) | Strela-2M satellite",,"1982-08-30 19:55:00",28,2,14
2159,"Tsyklon-2 | Cosmos 1402",,"1982-08-30 10:06:00",28,2,130
2160,"Molniya-M /Block ML | Molniya-3 n†­101",,"1982-08-27 00:02:00",28,2,113
2161,"Vostok-2M | Cosmos 1400",,"1982-08-05 06:56:00",28,2,24
2162,"Tsyklon-2 | Cosmos 1412",,"1982-08-02 00:01:00",28,2,91
2163,"Cosmos-3M (11K65M) | Cosmos 1397",,"1982-07-29 19:40:00",28,2,52
2164,"Molniya-M /Block ML | Molniya-1 n†­100",,"1982-07-21 09:40:00",28,2,97
2165,"Cosmos-3M (11K65M) | Cosmos 1388 to 1395",,"1982-07-21 06:31:00",28,2,14
2166,"Cosmos-3M (11K65M) | Cosmos 1386",,"1982-07-07 09:47:00",28,2,132
2167,"Cosmos-3M (11K65M) | Cosmos 1383",,"1982-06-29 21:45:00",28,2,132
2168,"Space Shuttle Columbia | STS-4",450,"1982-06-27 16:09:00",38,2,137
2169,"Molniya-M /Block 2BL | Cosmos 1382",,"1982-06-25 02:28:00",28,2,113
2170,"Tsyklon-2 | Cosmos 1379",,"1982-06-18 11:04:00",28,2,130
2171,"Tsyklon-3 | Cosmos 1378",,"1982-06-10 17:37:00",28,2,89
2172,"Cosmos-3M (11K65M) | Cosmos 1375",,"1982-06-06 17:10:00",28,2,14
2173,"Cosmos-3MRB (65MRB) | Cosmos 1374 (BOR-4 Space Shuttle)",,"1982-06-03 21:30:00",28,2,92
2174,"Tsyklon-2 | Cosmos 1372",,"1982-06-01 13:58:00",28,2,91
2175,"Cosmos-3M (11K65M) | Cosmos 1371",,"1982-06-01 04:37:00",28,2,132
2176,"Molniya-M /Block ML | Molniya-1 n†­99",,"1982-05-28 22:02:00",28,2,15
2177,"Molniya-M /Block 2BL | Cosmos 1367",,"1982-05-20 13:08:00",28,2,113
2178,"Tsyklon-2 | Cosmos 1365",,"1982-05-14 19:39:00",28,2,91
2179,"Titan IIID | KH-9 & SSF-D-4",,"1982-05-11 18:45:00",7,2,83
2180,"Cosmos-3M (11K65M) | Cosmos 1357 to 1364",,"1982-05-06 18:07:00",28,2,14
2181,"Vostok-2M | Cosmos 1356",,"1982-05-05 08:01:00",28,2,24
2182,"Tsyklon-2 | Cosmos 1355",,"1982-04-29 09:55:00",28,2,91
2183,"Cosmos-3M (11K65M) | Cosmos 1354",,"1982-04-28 02:52:00",28,2,132
2184,"Cosmos-3M (11K65M) | Cosmos 1351",,"1982-04-21 01:40:00",28,2,52
2185,"Cosmos-3M (11K65M) | Cosmos 1349",,"1982-04-08 00:15:00",28,2,14
2186,"Molniya-M /Block 2BL | Cosmos 1348",,"1982-04-07 13:41:00",28,2,24
2187,"Vostok-2M | Cosmos 1346",,"1982-03-31 16:27:00",28,2,24
2188,"Cosmos-3M (11K65M) | Cosmos 1345",,"1982-03-31 09:00:00",28,2,14
2189,"Tsyklon-3 | Meteor-2 n†­8",,"1982-03-25 09:50:00",28,2,89
2190,"Cosmos-3M (11K65M) | Cosmos 1344",,"1982-03-24 09:47:00",28,2,132
2191,"Molniya-M /Block ML | Molniya-3 n†­98",,"1982-03-24 00:12:00",28,2,113
2192,"Space Shuttle Columbia | STS-3",450,"1982-03-22 16:00:00",38,2,137
2193,"Titan III(23)C | DSP-10",,"1982-03-06 19:25:00",7,2,127
2194,"Atlas-SLV3D Centaur-D1AR | Intelsat V -504",,"1982-03-05 00:23:00",49,2,93
2195,"Molniya-M /Block 2BL | Cosmos 1341",,"1982-03-03 05:44:00",28,2,24
2196,"Molniya-M /Block ML | Molniya-1 n†­97",,"1982-02-26 20:10:00",28,2,113
2197,"Vostok-2M | Cosmos 1340",,"1982-02-19 01:42:00",28,2,24
2198,"Cosmos-3M (11K65M) | Cosmos 1339",,"1982-02-17 21:56:00",28,2,14
2199,"Tsyklon-2 | Cosmos 1337",,"1982-02-11 01:11:00",28,2,130
2200,"Cosmos-3M (11K65M) | Cosmos 1335",,"1982-01-29 11:00:00",28,2,132
2201,"Titan III(24)B | OPS 2849",,"1982-01-21 19:36:00",33,2,7
2202,"Cosmos-3M (11K65M) | Cosmos 1333",,"1982-01-14 07:51:00",28,2,14
2203,"Cosmos-3M (11K65M) | Cosmos 1331",,"1982-01-07 15:38:00",28,2,14
2204,"Molniya-M /Block ML | Molniya-1 n†­96",,"1981-12-23 13:15:00",28,2,97
2205,"Ariane 1 | MARCES-1 & CAT-4",,"1981-12-20 01:29:00",24,2,117
2206,"Cosmos-3M (11K65M) | Radio-Sputnik 3 to 8",,"1981-12-17 00:00:00",28,2,14
2207,"Atlas-SLV3D Centaur-D1AR | Intelsat V -503",,"1981-12-15 23:35:00",49,2,18
2208,"Tsyklon-3 | Cosmos 1328",,"1981-12-03 11:47:00",28,2,89
2209,"Voskhod | Cosmos 323",,"1970-02-10 12:00:00",28,2,113
2210,"Cosmos-3M (11K65M) | Cosmos 1320 to 1327",,"1981-11-28 18:08:00",28,2,14
2211,"Cosmos-3M (11K65M) | Bhaskara-2",,"1981-11-20 00:00:00",28,2,52
2212,"Molniya-M /Block ML | Molniya-1 n†­95",,"1981-11-17 15:25:00",28,2,113
2213,"Space Shuttle Columbia | STS-2",450,"1981-11-12 15:09:00",38,2,137
2214,"Molniya-M /Block 2BL | Cosmos 1317",,"1981-10-31 22:53:00",28,2,24
2215,"Titan III(23)C | OPS-4029 (Vortex)",,"1981-10-31 09:22:00",7,2,127
2216,"Molniya-M /Block ML | Molniya-3 n†­94",,"1981-10-17 05:59:00",28,2,113
2217,"Vostok-2M | Cosmos 1315",,"1981-10-13 23:01:00",28,2,15
2218,"Tsyklon-3 | Cosmos 1312",,"1981-09-30 08:00:00",28,2,89
2219,"Cosmos-3M (11K65M) | Cosmos 1311",,"1981-09-28 21:00:00",28,2,14
2220,"Cosmos-3M (11K65M) | Cosmos 1310",,"1981-09-23 08:00:00",28,2,14
2221,"Tsyklon-3 | Aureole 3",,"1981-09-21 00:00:00",28,2,89
2222,"Feng Bao 1 | Shijian 2",,"1981-09-19 21:28:00",56,2,25
2223,"Cosmos-3M (11K65M) | Cosmos 1308",,"1981-09-18 03:34:00",28,2,132
2224,"Tsyklon-2 | Cosmos 1306",,"1981-09-14 20:31:00",28,2,130
2225,"Titan IIID | KH-11",,"1981-09-03 18:29:00",7,2,83
2226,"Cosmos-3M (11K65M) | Cosmos 1302",,"1981-08-28 16:18:00",28,2,132
2227,"Tsyklon-3 | Cosmos 1300",,"1981-08-24 21:40:00",28,2,89
2228,"Tsyklon-2 | Cosmos 1299",,"1981-08-24 16:37:00",28,2,91
2229,"Cosmos-3M (11K65M) | Cosmos 1295",,"1981-08-12 05:46:00",28,2,14
2230,"N-II Star-37E | Himawari 2",,"1981-08-10 20:03:00",17,2,30
2231,"Vostok-2M | Intercosmos 22",,"1981-08-07 00:00:00",28,2,15
2232,"Cosmos-3M (11K65M) | Cosmos 1287 to 1294",,"1981-08-06 11:49:00",28,2,14
2233,"Tsyklon-2 | Cosmos 1286",,"1981-08-04 08:28:00",28,2,130
2234,"Molniya-M /Block 2BL | Cosmos 1285",,"1981-08-04 00:12:00",28,2,24
2235,"Vostok-2M | Meteor-Priroda n†­5 & Iskra 1",,"1981-07-10 05:14:00",28,2,119
2236,"Molniya-M /Block ML | Molniya-1 n†­92",,"1981-06-24 17:47:00",28,2,15
2237,"Atlas-E/F Star-37S-ISS | NOAA-C",,"1981-06-23 10:52:00",49,2,70
2238,"Molniya-M /Block 2BL | Cosmos 1278",,"1981-06-19 19:37:00",28,2,15
2239,"Ariane 1 | CAT-3 & Others",,"1981-06-19 12:33:00",24,2,117
2240,"Molniya-M /Block ML | Molniya-3 n†­91",,"1981-06-09 03:33:00",28,2,113
2241,"Cosmos-3M (11K65M) | Cosmos 1275",,"1981-06-04 15:41:00",28,2,14
2242,"Atlas-SLV3D Centaur-D1AR | Intelsat V -501",,"1981-05-23 22:42:00",49,2,18
2243,"Vostok-2M | Cosmos 1271",,"1981-05-19 03:49:00",28,2,15
2244,"Vostok-2M | Meteor-2 n†­8",,"1981-05-14 21:45:00",28,2,15
2245,"Cosmos-3M (11K65M) | Cosmos 1269",,"1981-05-07 13:21:00",28,2,132
2246,"Titan III(34)B Agena-D | Jumpseat 6",,"1981-04-24 21:32:00",7,2,7
2247,"Space Shuttle Columbia | STS-1",450,"1981-04-12 12:00:00",38,2,137
2248,"Cosmos-3M (11K65M) | Cosmos 1263",,"1981-04-09 12:00:00",28,2,132
2249,"Molniya-M /Block 2BL | Cosmos 1261",,"1981-03-31 09:39:00",28,2,113
2250,"Molniya-M /Block ML | Molniya-3 n†­90",,"1981-03-24 03:31:00",28,2,113
2251,"Tsyklon-2 | Cosmos 1266",,"1981-03-21 03:45:00",28,2,91
2252,"Tsyklon-2 | Cosmos 1260",,"1981-03-20 23:45:00",28,2,130
2253,"Titan III(23)C | DSP-9",,"1981-03-16 13:30:00",7,2,127
2254,"Tsyklon-2 | Cosmos 1258",,"1981-03-14 16:55:00",28,2,91
2255,"Cosmos-3M (11K65M) | Cosmos 1250 to 1257",,"1981-03-06 11:31:00",28,2,14
2256,"Tsyklon-2 | Cosmos 1249",,"1981-03-05 18:09:00",28,2,130
2257,"Titan III(24)B | OPS 1166",,"1981-02-28 19:15:00",33,2,7
2258,"Atlas-SLV3D Centaur-D1AR | Comstar D4",,"1981-02-21 23:23:00",49,2,93
2259,"Mu-III S | Hinotori",,"1981-02-21 00:30:00",36,2,11
2260,"Molniya-M /Block 2BL | Cosmos 1247",,"1981-02-19 10:00:00",28,2,24
2261,"Cosmos-3M (11K65M) | Cosmos 1244",,"1981-02-12 18:21:00",28,2,132
2262,"Cosmos-3M (11K65M) | Intercosmos 21",,"1981-02-06 00:00:00",28,2,132
2263,"Tsyklon-2 | Cosmos 1243",,"1981-02-02 02:19:00",28,2,91
2264,"Molniya-M /Block ML | Molniya-1 n†­89",,"1981-01-30 16:27:00",28,2,15
2265,"Vostok-2M | Cosmos 1242",,"1981-01-27 14:58:00",28,2,15
2266,"Cosmos-3M (11K65M) | Cosmos 1241",,"1981-01-21 08:29:00",28,2,132
2267,"Cosmos-3M (11K65M) | Cosmos 1238",,"1981-01-16 09:00:00",28,2,132
2268,"Molniya-M /Block ML | Molniya-3 n†­88",,"1981-01-09 14:57:00",28,2,113
2269,"Molniya-M /Block SO-L | Prognoz n†­8",,"1980-12-25 00:00:00",28,2,119
2270,"Titan III(34)B Agena-D | Quasar 4",,"1980-12-13 00:00:00",7,2,7
2271,"Cosmos-3M (11K65M) | Cosmos 1226",,"1980-12-10 20:53:00",28,2,132
2272,"Atlas-SLV3D Centaur-D1AR | Intelsat V -502",,"1980-12-06 23:31:00",49,2,18
2273,"Cosmos-3MRB (65MRB) | BOR-4 Shuttle",,"1980-12-05 00:00:00",28,2,92
2274,"Cosmos-3M (11K65M) | Cosmos 1225",,"1980-12-05 04:23:00",28,2,132
2275,"Molniya-M /Block 2BL | Cosmos 1223",,"1980-11-27 21:37:00",28,2,113
2276,"Vostok-2M | Cosmos 1222",,"1980-11-21 11:53:00",28,2,15
2277,"Molniya-M /Block ML | Molniya-1 n†­87",,"1980-11-16 04:18:00",28,2,113
2278,"Tsyklon-2 | Cosmos 1220",,"1980-11-04 15:04:00",28,2,91
2279,"Atlas-SLV3D Centaur-D1AR | FLTSATCOM-4",,"1980-10-31 03:54:00",49,2,93
2280,"Molniya-M /Block 2BL | Cosmos 1217",,"1980-10-24 10:53:00",28,2,113
2281,"Cosmos-3M (11K65M) | Cosmos 1215",,"1980-10-14 20:41:00",28,2,132
2282,"Vostok-2M | Meteor-2 n†­7",,"1980-09-09 11:00:00",28,2,15
2283,"Vostok-2M | Cosmos 1206",,"1980-08-15 05:34:00",28,2,15
2284,"Cosmos-3M (11K65M) | Cosmos 1204",,"1980-07-31 10:20:00",28,2,52
2285,"Molniya-M /Block ML | Molniya-3 n†­86",,"1980-07-18 10:37:00",28,2,15
2286,"SLV-3 | Rohini RS-1",,"1980-07-18 02:33:00",12,2,48
2287,"Cosmos-3M (11K65M) | Cosmos 1192 to 1199",,"1980-07-09 00:42:00",28,2,14
2288,"Molniya-M /Block 2BL | Cosmos 1191",,"1980-07-02 00:53:00",28,2,113
2289,"Cosmos-3M (11K65M) | Cosmos 1190",,"1980-07-01 07:12:00",28,2,14
2290,"Molniya-M /Block ML | Molniya-1 n†­85",,"1980-06-21 18:34:00",28,2,113
2291,"Titan IIID | KH-9)",,"1980-06-18 18:29:00",7,2,83
2292,"Vostok-2M | Meteor-Priroda n†­4",,"1980-06-18 06:14:00",28,2,119
2293,"Molniya-M /Block 2BL | Cosmos 1188",,"1980-06-14 20:51:00",28,2,15
2294,"Cosmos-3M (11K65M) | Cosmos 1186",,"1980-06-06 11:00:00",28,2,132
2295,"Vostok-2M | Cosmos 1184",,"1980-06-04 07:34:00",28,2,15
2296,"Cosmos-3M (11K65M) | Cosmos 1181",,"1980-05-20 09:21:00",28,2,14
2297,"Cosmos-3M (11K65M) | Cosmos 1179",,"1980-05-14 13:00:00",28,2,132
2298,"Tsyklon-2 | Cosmos 1176",,"1980-04-29 11:40:00",28,2,91
2299,"Atlas-E/F SGS-1 | GPS-6",,"1980-04-26 22:00:00",49,2,10
2300,"Tsyklon-2 | Cosmos 1174",,"1980-04-18 00:51:00",28,2,91
2301,"Molniya-M /Block 2BL | Cosmos 1172",,"1980-04-12 20:17:00",28,2,113
2302,"Cosmos-3M (11K65M) | Cosmos 1171",,"1980-04-03 07:40:00",28,2,14
2303,"Cosmos-3M (11K65M) | Cosmos 1169",,"1980-03-27 07:30:00",28,2,132
2304,"Cosmos-3M (11K65M) | Cosmos 1168",,"1980-03-17 21:37:00",28,2,132
2305,"Tsyklon-2 | Cosmos 1167",,"1980-03-14 10:40:00",28,2,91
2306,"Atlas-E/F MSD | NOSS-3",,"1980-03-03 09:27:00",49,2,70
2307,"N-I Star-37E | Ayame 2",,"1980-02-22 08:35:00",17,2,30
2308,"Mu-III S | Tansei 4",,"1980-02-17 00:40:00",36,2,11
2309,"Cosmos-3M (11K65M) | Cosmos 1156 to 1163",,"1980-02-11 23:32:00",28,2,14
2310,"Atlas-E/F SGS-1 | GPS-5",,"1980-02-09 23:08:00",49,2,10
2311,"Titan IIID | KH-11",,"1980-02-07 21:10:00",7,2,83
2312,"Vostok-2M | Cosmos 1154",,"1980-01-30 12:51:00",28,2,110
2313,"Cosmos-3M (11K65M) | Cosmos 1153",,"1980-01-25 20:36:00",28,2,14
